"","N","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","A0_eig","A1_eig","LCI_A0","UCI_A0","LCI_A1","UCI_A1","C"
"1",24,23654,976346,23775,976225,8,129,1e+06,0,1e+06,0,0,0,0.000345081818738122,0.000369667553360245,2.45857346221227e-05,-0.00311618119503766,0.572218469551228,0.654685269126975,-0.384960462339403,-0.0684554167102832,-1.30442229666593,0.707253163302817,-0.814010207623642,0.851206267763629,0.129671242753623
"2",48,228318,771682,231208,768792,1812,4702,1e+06,0,1e+06,0,0,0,-6.94916169711387e-05,5.89793123418985e-05,0.000128470929313037,-0.000695446660270345,0.803325733446325,0.924496646523619,-0.11546584622609,-0.00548535807029444,-0.763927206610389,0.886019679972056,-0.432755170222896,1.19340065637258,0.105525864361702
"3",72,666982,333018,669104,330896,18264,20386,1e+06,0,1e+06,0,0,0,2.57094621231194e-05,-3.60272798618984e-05,-6.17367419850177e-05,-0.000282612005668361,0.980867625077876,1.1304109107261,0.0728436497359817,0.069580212828789,-0.490213288671761,1.024070975335,-0.197082543714886,1.35087512345941,0.097706598200313
"4",96,966456,33544,961545,38455,12326,7415,1e+06,0,1e+06,0,0,0,-3.4152839636135e-05,-1.55932234505483e-05,1.8559616185587e-05,-0.000224301647306266,1.13078405718081,1.30394518044315,0.225089207263245,0.175270982617016,-0.269198956141307,1.29630785672012,-0.0990725098489889,1.63985286298725,0.0938392228070175
"5",120,999749,251,999507,493,352,110,1e+06,0,1e+06,0,0,0,-4.99062338033448e-05,-6.96941616839837e-05,-1.97879278806394e-05,-0.000103737822475214,1.26323268398031,1.45715057971369,0.356044077248585,0.292100360466086,-0.0985062464041728,1.29081359071618,-0.0417611302205442,1.68521227256816,0.0915316007002801
"6",144,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,1.0127657076637e-05,1.56058468221853e-06,-8.56707239441852e-06,-6.61812560537556e-05,1.38276419668153,1.5953247966436,0.473368620113053,0.406569691761919,0.0588871217056242,1.43276964170969,0.0103290952652251,2.12678892683811,0.0899986517094017
"7",168,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,3.64206727716901e-05,9.8256886073517e-06,-2.65949841643391e-05,-2.30852356094698e-05,1.49266996960051,1.72245059191308,0.580268636224753,0.515475548668602,0.165389512750797,1.47777047437373,0.0811149315914843,1.98367339713296,0.0889064323495865
