"","N","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","A0_eig","A1_eig","LCI_A0","UCI_A0","LCI_A1","UCI_A1","C"
"1",24,20382,979618,20455,979545,9,82,1e+06,0,1e+06,0,0,0,8.88854000934383e-05,5.30690644896545e-05,-3.5816335603785e-05,-0.00335387352515149,0.574252034372793,0.657356298170996,-0.386307010554392,-0.0689411555435265,-1.2273806080206,0.732913629377718,-0.77245681662832,0.979128078677412,0.130297423913043
"2",48,237747,762253,240370,759630,1059,3682,1e+06,0,1e+06,0,0,0,6.02940983610567e-05,0.000126427993100949,6.61338947398918e-05,-0.000926244220789173,0.806660381633812,0.928443374314842,-0.111933686055511,-0.00381556367267753,-0.746691521615839,0.994353229587067,-0.388201129237099,1.26919078393325,0.106231124113475
"3",72,679874,320126,685575,314425,11582,17283,1e+06,0,1e+06,0,0,0,-2.30780852572711e-05,5.64567022623764e-05,7.95347875196477e-05,-0.000373844655723483,0.984969543614261,1.1352553328539,0.0826155783540526,0.078297735887836,-0.482443871964104,1.20548184996188,-0.213814208384884,1.48504870618616,0.0984349460093897
"4",96,961984,38016,960128,39872,9690,7834,1e+06,0,1e+06,0,0,0,-3.03281203606118e-05,2.96494035425744e-05,5.99775239031863e-05,-0.000165147012136672,1.13589124730532,1.30979570772459,0.240609218284503,0.191373265056405,-0.278021174785271,1.27662215252431,-0.115810359357587,1.65255401819556,0.0945788313596491
"5",120,999546,454,999275,725,475,204,1e+06,0,1e+06,0,0,0,8.7224105288819e-05,4.94225536280626e-05,-3.78015516607567e-05,-0.000134186799947755,1.26871423991086,1.46345872772842,0.376869031335916,0.314364461388682,-0.118248541861106,1.55727999840256,-0.049866702276788,1.75756249154877,0.0922778504201681
"6",144,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,6.54335630843625e-05,6.45419783515969e-05,-8.91584732765858e-07,-8.83051342746397e-05,1.38903562143401,1.6025899850632,0.497784455653182,0.433697643840123,0.00340096823938696,1.46144213023683,0.00359123220516018,1.98807842470214,0.0907489189005439
"7",168,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,2.17987711476087e-05,4.20406930487441e-05,2.02419219011358e-05,-6.14429886998688e-05,1.49948183617325,1.73026491383903,0.60834734702275,0.547647956104081,0.122716055721923,1.59379376510745,0.0635835555005097,2.1513780839255,0.0896598471628172
