"","N","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","A0_eig","A1_eig","LCI_A0","UCI_A0","LCI_A1","UCI_A1","C"
"1",24,26331,973669,26478,973522,14,161,1e+06,0,1e+06,0,0,0,-0.000131967155037476,-8.40538827966236e-05,4.79132722408493e-05,-0.0029313525064376,0.556101258461751,0.635665461247559,-0.393994112653222,-0.0682470546903452,-1.27365977138102,0.764299154173621,-0.79031743527497,1.11826098047142,0.124965148550725
"2",48,211199,788801,214154,785846,2030,4985,1e+06,0,1e+06,0,0,0,-0.000102291119467541,-7.51647614347632e-05,2.71263580327782e-05,-0.000649478022018126,0.772034186531038,0.888130164962126,-0.129025100318114,-0.0078259615143689,-0.809789433522319,0.926221877355394,-0.395799771569511,1.20086697301607,0.0991369787234043
"3",72,613621,386379,615771,384229,19396,21546,1e+06,0,1e+06,0,0,0,-3.75522347437816e-05,-4.93153434724054e-05,-1.17631087286239e-05,-0.000312450586362407,0.939491197512616,1.08255655335401,0.0539405363274535,0.0595683384541019,-0.510333440443534,1.15006269708911,-0.226028869101818,1.52235918653462,0.0908152707355243
"4",96,943191,56809,936396,63604,18025,11230,1e+06,0,1e+06,0,0,0,5.764656121449e-05,-1.43963610733164e-05,-7.20429222878064e-05,-0.000142993362714503,1.08123640128151,1.2466510155566,0.201252627183279,0.155167849614138,-0.277321683880625,1.1446525612851,-0.147175441937584,1.56867529704496,0.0867046699561403
"5",120,999157,843,998396,1604,1125,364,1e+06,0,1e+06,0,0,0,-2.59013647621491e-06,-1.14844378749726e-05,-8.89430139875773e-06,-0.00011780830182723,1.20650261911047,1.39164578006177,0.327883796999004,0.264210248814566,-0.14509612706607,1.2834356963425,-0.0694237271993794,1.64369179442852,0.0842560931372549
"6",144,1e+06,0,999997,3,3,0,1e+06,0,1e+06,0,0,0,-3.27703499687208e-05,-5.77842066304975e-05,-2.50138566617767e-05,-7.66424662857807e-05,1.3199178743052,1.52275085230204,0.441377646568453,0.372719542529977,0.00614687136188336,1.44578059263483,-0.00444821088296588,1.71427612101861,0.0826325384615385
"7",168,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,3.87858050722053e-05,4.70066755610822e-05,8.22087048887724e-06,-3.30034009210583e-05,1.42435595623078,1.64343859677284,0.545396792304086,0.477137513130412,0.129651178411405,1.4780436093408,0.0646008903136136,1.81772983391113,0.0814738185058455
