rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.9,-0.673974647,0.226025353,-0.226025353,1.0955048907,1.2607487833,-0.8690834258,-0.1104188496,-1.2143257682,-0.5229561306,-0.8323105453,-2.60437194996027E-05
-0.85,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.85,-0.6368427283,0.2131572717,-0.2131572717,1.0969700723,1.2618812892,-0.8207070006,-0.1088236849,-1.2326495342,-0.3479643993,-0.8424513313,-1.84527867561657E-05
-0.8,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.8,-0.5989012211,0.2010987789,-0.2010987789,1.0953027911,1.2608864574,-0.7728649336,-0.1021823528,-1.1292208845,-0.447220414,-0.7875748515,-5.72805082629081E-08
-0.75,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.75,-0.5616846365,0.1883153635,-0.1883153635,1.0955136432,1.2605911763,-0.7248111136,-0.1034621309,-1.0830519703,-0.1825941848,-0.8036642082,-1.89273547034371E-05
-0.7,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.7,-0.5244820402,0.1755179598,-0.1755179598,1.0967614413,1.2621910301,-0.6763596829,-0.1009132015,-1.0132207118,-0.2248240416,-0.7653942247,-4.06032302218674E-06
-0.65,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.65,-0.4865398845,0.1634601155,-0.1634601155,1.094349572,1.2594791886,-0.6285998303,-0.0967700742,-0.9753433879,0.0101773738,-0.6529594913,0.0044367391
-0.6,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.6,-0.4487876343,0.1512123657,-0.1512123657,1.0950559359,1.260317682,-0.5822134404,-0.0937911346,-0.9503662304,0.0698703746,-0.6394754464,0.0379963388
-0.55,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.55,-0.4112508214,0.1387491786,-0.1387491786,1.0930273804,1.2582905681,-0.5335424332,-0.090338299,-0.9291930889,0.1998498458,-0.5919706269,0.0454275864
-0.5,6,9994,6,9994,0,0,10000,0,10000,0,0,0,-0.5,-0.3740106844,0.1259893156,-0.1259893156,1.0933327052,1.2589711398,-0.4851691962,-0.0852249365,-0.8194518541,0.434909008,-0.5628005252,0.4902128047
-0.45,6,9994,6,9994,0,0,10000,0,10000,0,0,0,-0.45,-0.3367612167,0.1132387833,-0.1132387833,1.0947680248,1.2606140459,-0.4393581497,-0.0812602786,-0.8158219924,0.435527743,-0.5453464002,0.2511975891
-0.4,24,9976,25,9975,0,1,10000,0,10000,0,0,0,-0.4,-0.2989981871,0.1010018129,-0.1010018129,1.0934710533,1.2591676949,-0.3903495035,-0.0769279421,-0.7547838827,0.2894916274,-0.6036115805,0.347364382
-0.35,29,9971,29,9971,0,0,10000,0,10000,0,0,0,-0.35,-0.2618109789,0.0881890211,-0.0881890211,1.0962652298,1.261124117,-0.3447562886,-0.0729781885,-0.6963798886,0.2839987917,-0.5174030704,0.3593472883
-0.3,106,9894,110,9890,0,4,10000,0,10000,0,0,0,-0.3,-0.2244709381,0.0755290619,-0.0755290619,1.0949163534,1.2603969926,-0.2972238599,-0.0667423269,-0.7137485883,0.3496425973,-0.4580337336,0.2563336954
-0.25,241,9759,256,9744,4,19,10000,0,10000,0,0,0,-0.25,-0.1871634731,0.0628365269,-0.0628365269,1.0949516352,1.2599519486,-0.250113717,-0.0593225878,-0.6236057944,0.5645791583,-0.5558909778,0.3958508402
-0.2,525,9475,548,9452,11,34,10000,0,10000,0,0,0,-0.2,-0.1495109713,0.0504890287,-0.0504890287,1.09433175,1.2595518521,-0.2001441609,-0.0504426676,-0.5598186182,0.61759623,-0.3826521744,0.4825697089
-0.15,1044,8956,1087,8913,30,73,10000,0,10000,0,0,0,-0.15,-0.1117850645,0.0382149355,-0.0382082187,1.0943305584,1.2596810345,-0.1534843096,-0.0396166031,-0.5825426737,0.5651591852,-0.355021932,0.3501262875
-0.1,1821,8179,1850,8150,111,140,10000,0,10000,0,0,0,-0.1,-0.0747884597,0.0252115403,-0.0249493568,1.0944945479,1.259527811,-0.1054868456,-0.027481859,-0.4752179214,0.6757350138,-0.335818215,0.4729864147
-0.05,2961,7039,2936,7064,273,248,10000,0,10000,0,0,0,-0.05,-0.0375819372,0.0124180628,-0.008907105,1.097129787,1.2618227621,-0.0564337532,-0.0109727049,-0.3973992298,0.7684629303,-0.2862697187,0.6265325609
0,4345,5655,4194,5806,460,309,10000,0,10000,0,0,0,7.42492992206203E-20,-0.0001007272,-0.0001007272,0.0244379348,1.0964049077,1.2615502683,-0.009341943,0.009601708,-0.3873895502,0.7842239097,-0.2317545647,0.6632865138
0.05,5904,4096,5664,4336,616,376,10000,0,10000,0,0,0,0.05,0.0374450544,-0.0125549456,-0.0090814995,1.0955728407,1.2613646032,0.0413715846,0.0351511932,-0.3389895853,0.7509372535,-0.2169678105,0.7158213336
0.1,7337,2663,6897,3103,751,311,10000,0,10000,0,0,0,0.1,0.0738608758,-0.0261391242,-0.0258664587,1.0937566701,1.2591966474,0.0881540198,0.0609925563,-0.312192011,1.0685175651,-0.1561377224,1.0257294079
0.15,8561,1439,8200,1800,648,287,10000,0,10000,0,0,0,0.15,0.1119652076,-0.0380347924,-0.038032172,1.0941122721,1.259707779,0.1373306973,0.0927914679,-0.2954074338,1.1210233108,-0.1720165773,1.0953437442
0.2,9329,671,9024,976,464,159,10000,0,10000,0,0,0,0.2,0.1503957415,-0.0496042585,-0.0496042585,1.0948346196,1.2601080055,0.1865023156,0.1293401159,-0.1764958727,1.047172106,-0.1320999679,0.7923372593
0.25,9774,226,9572,428,263,61,10000,0,10000,0,0,0,0.25,0.1869541867,-0.0630458133,-0.0630458133,1.0926394903,1.2579427805,0.233609,0.1658571321,-0.2054415387,1.0639460558,-0.097450936,0.88267491
0.3,9929,71,9830,170,132,33,10000,0,10000,0,0,0,0.3,0.2236908152,-0.0763091848,-0.0763091848,1.0921770214,1.2582905695,0.281005548,0.2056848104,-0.1155641763,1.0099229583,-0.0598866431,1.0086924928
0.35,9984,16,9941,59,51,8,10000,0,10000,0,0,0,0.35,0.2613045585,-0.0886954415,-0.0886954415,1.0914863812,1.2576089656,0.3307414266,0.2495375915,-0.0593343101,1.1835470217,-0.0574808845,1.2200762464
0.4,9998,2,9983,17,16,1,10000,0,10000,0,0,0,0.4,0.2995588018,-0.1004411982,-0.1004411982,1.0956085024,1.2617031202,0.3822788459,0.2967212973,-0.038341571,1.035128437,-0.0320731267,1.0485175566
0.45,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.45,0.3364127926,-0.1135872074,-0.1135872074,1.093191239,1.2591192463,0.4317809271,0.3424298079,0.0220936504,1.201242123,0.0003408174,1.2050979185
0.5,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.5,0.3739294049,-0.1260705951,-0.1260705951,1.0924153875,1.2580849294,0.4795612663,0.3875168023,0.0543489265,1.2262383645,0.0133402202,1.4523401384
0.55,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.55,0.4112239788,-0.1387760212,-0.1387760212,1.0944972747,1.2600478312,0.5281205144,0.4342681844,0.1041673517,1.5640230218,0.0125993117,1.386068866
0.6,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.6,0.4488363775,-0.1511636225,-0.1511636225,1.0954520025,1.2618291762,0.5802901503,0.4875672823,0.1245945238,1.3284552193,0.0474205524,1.5045084449
0.65,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.65,0.4856715828,-0.1643284172,-0.1643284172,1.0938188167,1.2594713256,0.628700223,0.5365759535,0.1629342701,1.4264542173,0.0724598007,1.3636916134
0.7,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.7,0.524019751,-0.175980249,-0.175980249,1.0936172104,1.2587484469,0.6767611011,0.5858906696,0.2450221982,1.4342157859,0.1044887131,1.5476170542
0.75,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.75,0.5604882486,-0.1895117514,-0.1895117514,1.0931125004,1.2590762499,0.7279421717,0.6392762907,0.2854434969,1.4798821692,0.1501294913,1.6387005524
0.8,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.8,0.5977231778,-0.2022768222,-0.2022768222,1.0925394097,1.2586307797,0.7757017906,0.6882244123,0.2140105615,1.7199442364,0.1027869556,1.5028816683
0.85,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.85,0.6345805954,-0.2154194046,-0.2154194046,1.0932084503,1.2597867046,0.8261327185,0.7405432674,0.3248450216,1.5893467514,0.1840912215,1.7135224374
0.9,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.9,0.6732704238,-0.2267295762,-0.2267295762,1.0953788217,1.2614304133,0.8786196975,0.7974880852,0.3607361059,1.6797110453,0.1749645345,1.8404686165
