rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.9,-0.6738143921,0.2261856079,-0.2261856079,0.8964699099,1.0291149364,-0.8893310726,-0.1462308454,-1.3209186949,-0.3977427916,-1.0963542774,-1.40768005139454E-05
-0.85,0,10000,0,10000,0,0,10000,0,9999,1,1,0,-0.85,-0.6364184492,0.2135815508,-0.2135815508,0.8956223679,1.0286765005,-0.8523626449,-0.1398608244,-1.2770847363,-0.2399181549,-0.9198087579,-5.09760982763427E-07
-0.8,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.8,-0.5991811051,0.2008188949,-0.2008188949,0.895587117,1.0286599043,-0.8146167944,-0.1409698887,-1.2449180032,-0.2103084832,-1.0843153095,-2.10801310784727E-05
-0.75,0,10000,0,10000,0,0,9999,1,10000,0,0,1,-0.75,-0.5609964199,0.1890035801,-0.1890035801,0.8949661953,1.0276037151,-0.7771774463,-0.1371278874,-1.2076747781,-0.1414516218,-0.9404610176,-7.66335574351619E-06
-0.7,0,10000,0,10000,0,0,9999,1,10000,0,0,1,-0.7,-0.5229160833,0.1770839167,-0.1770839167,0.8933485284,1.0268190466,-0.7395132092,-0.1316774381,-1.2043396253,-0.0433851694,-0.9468503465,-8.49683230735534E-06
-0.65,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.65,-0.486256576,0.163743424,-0.163743424,0.8947183821,1.0286501343,-0.7040985485,-0.1282562174,-1.1222956028,-0.0202586786,-0.9871325139,-5.75087310774382E-05
-0.6,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.6,-0.4490002184,0.1509997816,-0.1509997816,0.894272084,1.0277194766,-0.6658191016,-0.1273748747,-1.1169501544,0.0428689026,-0.8376654445,0.024490926
-0.55,0,10000,0,10000,0,0,9999,1,10000,0,0,1,-0.55,-0.4109459966,0.1390540034,-0.1390540034,0.8938915501,1.0272904975,-0.6307714875,-0.1228614195,-1.0735916679,-0.0740305874,-0.9414534173,-3.8772527247895E-05
-0.5,3,9997,3,9997,0,0,9999,1,9999,1,1,1,-0.5,-0.373640552,0.126359448,-0.126359448,0.892296174,1.0250545064,-0.5920852863,-0.1185296409,-1.0332381725,0.1220432041,-0.6994782452,0.0386298357
-0.45,2,9998,2,9998,0,0,10000,0,10000,0,0,0,-0.45,-0.3372210536,0.1127789464,-0.1127789464,0.894157885,1.0274417279,-0.5552748851,-0.1156073674,-0.9626910817,0.1640127749,-0.8780211155,0.1148033985
-0.4,11,9989,11,9989,0,0,10000,0,10000,0,0,0,-0.4,-0.2985917539,0.1014082461,-0.1014082461,0.8931343189,1.0265594967,-0.5194157751,-0.1111790064,-0.9995300823,0.2514021296,-0.7983806334,0.1614596327
-0.35,15,9985,15,9985,0,0,9997,3,9997,3,3,3,-0.35,-0.2606198411,0.0893801589,-0.0893801589,0.8945255592,1.0279880442,-0.4841355569,-0.1076192344,-0.9527423446,0.3076403013,-0.7470373537,0.2302257642
-0.3,28,9972,28,9972,0,0,9998,2,9998,2,1,1,-0.3,-0.223971246,0.076028754,-0.076028754,0.8934053204,1.0270143827,-0.444028396,-0.1032120357,-0.9208959799,0.4970238083,-0.6063100094,0.3176667462
-0.25,39,9961,39,9961,0,0,9997,3,9999,1,1,3,-0.25,-0.1858242249,0.0641757751,-0.0641741622,0.8931829049,1.026400326,-0.4085458125,-0.097482751,-0.813026691,0.4723806664,-0.6915913193,0.405816317
-0.2,67,9933,69,9931,0,2,9998,2,9999,1,1,2,-0.2,-0.1499633993,0.0500366007,-0.0499366489,0.892803286,1.0268613112,-0.3697659924,-0.0904256365,-0.8873286692,0.7441329909,-0.6686325301,0.5656033667
-0.15,125,9875,128,9872,0,3,9999,1,9998,2,2,1,-0.15,-0.1115236742,0.0384763258,-0.0380251541,0.8921948198,1.0261703526,-0.3303667901,-0.0832673028,-0.762115799,0.6022590219,-0.5486650991,0.5602338876
-0.1,206,9794,209,9791,1,4,10000,0,9996,4,4,0,-0.1,-0.0747182319,0.0252817681,-0.0229762032,0.8938575983,1.028057359,-0.2956835583,-0.0780579222,-0.7896005225,1.1021631704,-0.5824569666,1.0949626592
-0.05,384,9616,397,9603,1,14,10000,0,10000,0,0,0,-0.05,-0.0370789374,0.0129210626,-0.001500466,0.8933849703,1.0274457368,-0.2556120438,-0.0696448155,-0.7009522993,0.5737730295,-0.5148959432,0.498824254
0,574,9426,590,9410,4,20,9997,3,9998,2,1,2,-4.46939811558939E-20,-0.0002270418,-0.0002270418,0.0372501937,0.8919807586,1.0262292682,-0.2212450779,-0.0629409632,-0.7290264072,0.70664334,-0.6321963523,0.618803313
0.05,1040,8960,1054,8946,14,28,10000,0,9999,1,1,0,0.05,0.0370364941,-0.0129635059,-0.0014243239,0.8933211526,1.0268864028,-0.1774475915,-0.0509913388,-0.5621968597,0.630348219,-0.415943425,0.7406327793
0.1,1440,8560,1476,8524,31,67,9999,1,9999,1,1,1,0.1,0.0753056357,-0.0246943643,-0.022344347,0.8952961895,1.0290905255,-0.143121308,-0.0413646505,-0.6010590892,0.6665343101,-0.4450723952,0.5494994744
0.15,2098,7902,2134,7866,66,102,10000,0,9999,1,1,0,0.15,0.1117626188,-0.0382373812,-0.03780845,0.8928468539,1.0263848207,-0.1040539992,-0.0279168602,-0.5151633207,0.9083324055,-0.3850204847,0.7630736486
0.2,2921,7079,2952,7048,116,147,10000,0,10000,0,0,0,0.2,0.1488457614,-0.0511542386,-0.0511084597,0.8916768759,1.0250751765,-0.0647080924,-0.0126794065,-0.539098094,1.1867630246,-0.3639697954,1.1113752269
0.25,3768,6232,3741,6259,198,171,9997,3,10000,0,0,3,0.25,0.1865330313,-0.0634669687,-0.0634669687,0.8939447381,1.02815089,-0.0287714324,0.0026402104,-0.4323057098,1.1468503579,-0.3262679707,1.0472176096
0.3,4804,5196,4763,5237,255,214,9998,2,9998,2,1,1,0.3,0.2236473994,-0.0763526006,-0.0763526006,0.8918213883,1.0251805661,0.0079240806,0.0202410579,-0.4362880376,1.1693143237,-0.2639361923,0.9869717749
0.35,5957,4043,5825,4175,340,208,10000,0,10000,0,0,0,0.35,0.2607873799,-0.0892126201,-0.0892126201,0.8916224279,1.0247024193,0.0481165535,0.0411330634,-0.4144545257,1.0611952448,-0.2862627062,1.0223458877
0.4,7096,2904,6928,3072,381,213,10000,0,10000,0,0,0,0.4,0.2992138479,-0.1007861521,-0.1007861521,0.8932248007,1.0263888583,0.0898084636,0.0665391328,-0.3567746958,0.9723769274,-0.2464566095,0.8842508223
0.45,7949,2051,7750,2250,380,181,9999,1,10000,0,0,1,0.45,0.3368160875,-0.1131839125,-0.1131839125,0.8928164647,1.0272108177,0.1265866796,0.0907496343,-0.2892525822,1.2547384201,-0.1782843675,1.1492657461
0.5,8755,1245,8562,1438,311,118,9998,2,10000,0,0,2,0.5,0.3726731033,-0.1273268967,-0.1273268967,0.8923764279,1.0260393015,0.1643458014,0.1180462581,-0.3617452471,1.1180853066,-0.2164056833,1.2274983861
0.55,9288,712,9118,882,249,79,10000,0,10000,0,0,0,0.55,0.4101996456,-0.1398003544,-0.1398003544,0.8918372764,1.0260709842,0.2048577179,0.1462353527,-0.2258627342,1.2000594344,-0.1091764041,1.0379476124
0.6,9617,383,9521,479,151,55,10000,0,10000,0,0,0,0.6,0.4485469393,-0.1514530607,-0.1514530607,0.8932700272,1.0274598148,0.2423599186,0.1762948998,-0.1758665615,1.2205814031,-0.1021168748,1.0347231395
0.65,9839,161,9777,223,92,30,10000,0,10000,0,0,0,0.65,0.4850869169,-0.1649130831,-0.1649130831,0.8915995002,1.0254985196,0.2846053945,0.212253325,-0.1250850826,1.1759311104,-0.0753707249,1.2769438689
0.7,9951,49,9916,84,46,11,10000,0,10000,0,0,0,0.7,0.5229361273,-0.1770638727,-0.1770638727,0.894148214,1.0283818627,0.3236599682,0.2455546663,-0.1168829271,1.3345670366,-0.1056529247,1.1819828969
0.75,9980,20,9959,41,25,4,10000,0,10000,0,0,0,0.75,0.5597094312,-0.1902905688,-0.1902905688,0.8908105886,1.0252463745,0.3592042787,0.2763279975,-0.0786013769,1.3720588234,-0.0905488338,1.2853416294
0.8,9997,3,9990,10,8,1,9999,1,10000,0,0,1,0.8,0.5975588754,-0.2024411246,-0.2024411246,0.8923540824,1.0269129047,0.4011745927,0.3155449766,-0.0652743273,1.3974907676,-0.0287694516,1.4702673644
0.85,10000,0,9998,2,2,0,10000,0,10000,0,0,0,0.85,0.6339454951,-0.2160545049,-0.2160545049,0.8926733807,1.0272547268,0.4413184928,0.3515619023,0.0019832287,1.3699562253,-0.0089372488,1.2818478514
0.9,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.9,0.6709456402,-0.2290543598,-0.2290543598,0.8901785668,1.0253264129,0.4800750822,0.3883200727,0.0447263191,1.5343709386,0.0107939672,1.391644963
