rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.9,-0.674472367686981,0.225527632313019,-0.225527632313019,1.34289127632171,1.5466411106271,-0.844630516423478,-0.083374162999761,-1.16283825374168,-0.185115005464539,-0.725093593917849,-5.21103021427078E-06
-0.85,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.85,-0.636296623868536,0.213703376131464,-0.213703376131464,1.34049147989721,1.54510254539172,-0.781158080743859,-0.080343335974583,-1.11398442010162,-0.318200104333438,-0.576980451774497,-5.10015698520879E-06
-0.8,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.8,-0.598326330630148,0.201673669369852,-0.201673669369852,1.3417023520109,1.54662513888494,-0.72024288952611,-0.078995035723728,-1.06943297458239,-0.415136039341354,-0.706339550897444,-1.36751170178987E-05
-0.75,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.75,-0.56177682958878,0.18822317041122,-0.18822317041122,1.34176914971844,1.54585445140658,-0.659891843758973,-0.075587117307118,-0.961792223261362,-0.310767940142257,-0.617925149792106,-4.98099796538675E-06
-0.7,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.7,-0.524624105276024,0.175375894723976,-0.175375894723976,1.34160738245099,1.54547226851204,-0.598819510265496,-0.074277639218953,-0.915466278469147,-0.114630209420791,-0.565845202899319,-4.05017001000165E-06
-0.65,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.65,-0.487192419262969,0.162807580737031,-0.162807580737031,1.34257734198076,1.54641980565755,-0.539920446207385,-0.071896123717449,-0.830771722930406,-0.097246533262293,-0.559227598317698,-1.80289314221765E-05
-0.6,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.6,-0.449770306922518,0.150229693077482,-0.150229693077482,1.34214740624376,1.54590036418761,-0.477447539547659,-0.068197650670469,-0.763058557211106,0.005609616232069,-0.45894886762186,0.0011187788458
-0.55,0,10000,0,10000,0,0,10000,0,10000,0,0,0,-0.55,-0.411881003309797,0.138118996690203,-0.138118996690203,1.34063012391862,1.54465731373031,-0.416751922851527,-0.066070770285248,-0.723570863098667,-0.004165792817262,-0.488461623603784,-1.31216885139913E-05
-0.5,12,9988,13,9987,0,1,10000,0,10000,0,0,0,-0.5,-0.373672125046638,0.126327874953362,-0.126327874953362,1.33955924993159,1.54415449531091,-0.358918121986127,-0.060162291873914,-0.634822517929685,0.131766117190124,-0.422617559808407,0.064017415548578
-0.45,49,9951,51,9949,0,2,10000,0,10000,0,0,0,-0.45,-0.336834010921285,0.113165989078715,-0.113165989078715,1.33978855987522,1.54359194430674,-0.297112848863997,-0.055213521793744,-0.586049526757417,0.11556534708596,-0.34934911780736,0.119650891290694
-0.4,185,9815,195,9805,4,14,10000,0,10000,0,0,0,-0.4,-0.299952713003641,0.100047286996359,-0.100047286996359,1.33974592876551,1.54372271538672,-0.23760369309932,-0.048565642693497,-0.536196837111151,0.339091924318874,-0.295824834449899,0.217416356945197
-0.35,607,9393,634,9366,20,47,10000,0,10000,0,0,0,-0.35,-0.262017340755406,0.087982659244594,-0.087982659244594,1.34182009196007,1.54639722362131,-0.175513625287495,-0.039891029751245,-0.47160656137272,0.371699440146743,-0.294372427170786,0.242997740151991
-0.3,1379,8621,1423,8577,89,133,10000,0,10000,0,0,0,-0.3,-0.223967697360927,0.076032302639073,-0.076032302639073,1.33944766697172,1.54408162184414,-0.115454986256394,-0.027058936571667,-0.457103400952439,0.614301612945041,-0.272886378943438,0.540095837511159
-0.25,2743,7257,2741,7259,325,323,10000,0,10000,0,0,0,-0.25,-0.187216302536857,0.062783697463143,-0.062783697463143,1.33978931252537,1.54425133539576,-0.055285685383952,-0.010057981983682,-0.403114694589731,0.58326158625286,-0.21253170188252,0.395159001119883
