"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,0,1e+05,0,0,71416,21321,3589,3674,71369,21440,3601,3590
"2",3,0,1e+05,0,0,83782,8559,3750,3909,83655,8780,3834,3731
"3",4,0,1e+05,0,0,90895,3474,2830,2801,91026,3429,2781,2764
"4",5,0,1e+05,0,0,95032,1390,1767,1811,95092,1352,1748,1808
"5",6,2,99998,0,0,97404,548,1043,1005,97381,546,1076,997
"6",7,1,99999,0,0,98624,204,582,590,98630,229,528,613
"7",8,10,99990,0,0,99306,79,309,306,99303,90,306,301
"8",9,28,99972,0,0,99651,29,165,155,99630,31,164,175
"9",10,26,99973,1,0,99821,10,84,85,99820,15,78,87
"10",11,45,99953,2,0,99884,8,52,56,99908,4,45,43
"11",12,84,99915,1,0,99959,0,25,16,99957,4,26,13
"12",13,97,99901,2,0,99977,1,15,7,99978,0,13,9
"13",14,135,99861,4,0,99988,0,6,6,99994,0,2,4
"14",15,228,99762,10,0,99992,0,4,4,99993,0,0,7
"15",16,265,99723,12,0,99997,0,2,1,99998,0,2,0
"16",17,390,99584,25,1,1e+05,0,0,0,99998,0,2,0
"17",18,554,99419,23,4,1e+05,0,0,0,99999,0,1,0
"18",19,623,99334,39,4,1e+05,0,0,0,1e+05,0,0,0
"19",20,844,99102,47,7,1e+05,0,0,0,1e+05,0,0,0
"20",21,979,98937,66,18,1e+05,0,0,0,1e+05,0,0,0
"21",22,1206,98663,108,23,1e+05,0,0,0,1e+05,0,0,0
"22",23,1427,98387,159,27,1e+05,0,0,0,1e+05,0,0,0
"23",24,1862,97926,168,44,1e+05,0,0,0,1e+05,0,0,0
"24",25,2118,97593,227,62,1e+05,0,0,0,1e+05,0,0,0
"25",26,2471,97167,255,107,1e+05,0,0,0,1e+05,0,0,0
"26",27,2957,96582,321,140,1e+05,0,0,0,1e+05,0,0,0
"27",28,3405,96033,365,197,1e+05,0,0,0,1e+05,0,0,0
"28",29,3995,95221,520,264,1e+05,0,0,0,1e+05,0,0,0
"29",30,4538,94471,627,364,1e+05,0,0,0,1e+05,0,0,0
"30",31,5144,93585,785,486,1e+05,0,0,0,1e+05,0,0,0
"31",32,5782,92538,981,699,1e+05,0,0,0,1e+05,0,0,0
"32",33,6542,91433,1146,879,1e+05,0,0,0,1e+05,0,0,0
"33",34,7414,90210,1350,1026,1e+05,0,0,0,1e+05,0,0,0
"34",35,8087,89030,1563,1320,1e+05,0,0,0,1e+05,0,0,0
"35",36,9124,87366,1912,1598,1e+05,0,0,0,1e+05,0,0,0
"36",37,10080,85840,2099,1981,1e+05,0,0,0,1e+05,0,0,0
"37",38,11309,83942,2426,2323,1e+05,0,0,0,1e+05,0,0,0
"38",39,12410,81808,2937,2845,1e+05,0,0,0,1e+05,0,0,0
"39",40,13594,79635,3345,3426,1e+05,0,0,0,1e+05,0,0,0
"40",41,14768,77501,3704,4027,1e+05,0,0,0,1e+05,0,0,0
"41",42,16204,75152,4062,4582,1e+05,0,0,0,1e+05,0,0,0
"42",43,17924,72216,4573,5287,1e+05,0,0,0,1e+05,0,0,0
"43",44,19284,69679,5018,6019,1e+05,0,0,0,1e+05,0,0,0
"44",45,21151,66542,5507,6800,1e+05,0,0,0,1e+05,0,0,0
"45",46,22727,63536,5993,7744,1e+05,0,0,0,1e+05,0,0,0
"46",47,24455,60492,6543,8510,1e+05,0,0,0,1e+05,0,0,0
"47",48,26360,57312,6872,9456,1e+05,0,0,0,1e+05,0,0,0
"48",49,28741,53715,7527,10017,1e+05,0,0,0,1e+05,0,0,0
"49",50,30818,50279,7909,10994,1e+05,0,0,0,1e+05,0,0,0
"50",51,33139,47018,8061,11782,1e+05,0,0,0,1e+05,0,0,0
"51",52,35600,43553,8529,12318,1e+05,0,0,0,1e+05,0,0,0
"52",53,37938,40192,8814,13056,1e+05,0,0,0,1e+05,0,0,0
"53",54,40359,36465,9140,14036,1e+05,0,0,0,1e+05,0,0,0
"54",55,43302,33232,9119,14347,1e+05,0,0,0,1e+05,0,0,0
"55",56,45983,30068,9118,14831,1e+05,0,0,0,1e+05,0,0,0
"56",57,48462,27166,9101,15271,1e+05,0,0,0,1e+05,0,0,0
"57",58,51864,23834,8922,15380,1e+05,0,0,0,1e+05,0,0,0
"58",59,54668,21345,8769,15218,1e+05,0,0,0,1e+05,0,0,0
"59",60,57510,18703,8485,15302,1e+05,0,0,0,1e+05,0,0,0
"60",61,60405,16035,8323,15237,1e+05,0,0,0,1e+05,0,0,0
"61",62,63681,13824,7861,14634,1e+05,0,0,0,1e+05,0,0,0
"62",63,66365,11987,7495,14153,1e+05,0,0,0,1e+05,0,0,0
"63",64,68949,10247,7025,13779,1e+05,0,0,0,1e+05,0,0,0
"64",65,72018,8384,6385,13213,1e+05,0,0,0,1e+05,0,0,0
"65",66,74584,7043,5834,12539,1e+05,0,0,0,1e+05,0,0,0
"66",67,77037,5913,5463,11587,1e+05,0,0,0,1e+05,0,0,0
"67",68,79707,4786,4725,10782,1e+05,0,0,0,1e+05,0,0,0
"68",69,81685,3839,4350,10126,1e+05,0,0,0,1e+05,0,0,0
"69",70,84008,3122,3748,9122,1e+05,0,0,0,1e+05,0,0,0
"70",71,85848,2376,3338,8438,1e+05,0,0,0,1e+05,0,0,0
"71",72,87812,1947,2734,7507,1e+05,0,0,0,1e+05,0,0,0
"72",73,89509,1483,2403,6605,1e+05,0,0,0,1e+05,0,0,0
