"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"85",86,99177,11,99,713,1e+05,0,0,0,1e+05,0,0,0
"86",87,99353,11,76,560,1e+05,0,0,0,1e+05,0,0,0
"87",88,99522,10,55,413,1e+05,0,0,0,1e+05,0,0,0
"88",89,99642,1,32,325,1e+05,0,0,0,1e+05,0,0,0
"89",90,99757,2,16,225,1e+05,0,0,0,1e+05,0,0,0
"90",91,99789,1,9,201,1e+05,0,0,0,1e+05,0,0,0
"91",92,99852,0,10,138,1e+05,0,0,0,1e+05,0,0,0
"92",93,99891,0,7,102,1e+05,0,0,0,1e+05,0,0,0
"93",94,99921,0,5,74,1e+05,0,0,0,1e+05,0,0,0
"94",95,99950,0,4,46,1e+05,0,0,0,1e+05,0,0,0
"95",96,99971,0,1,28,1e+05,0,0,0,1e+05,0,0,0
"96",97,99973,0,2,25,1e+05,0,0,0,1e+05,0,0,0
"97",98,99985,0,0,15,1e+05,0,0,0,1e+05,0,0,0
"98",99,99988,0,0,12,1e+05,0,0,0,1e+05,0,0,0
"99",100,99987,0,0,13,1e+05,0,0,0,1e+05,0,0,0
