"","N","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","C"
"1",24,23923,976077,24031,975969,13,121,1e+06,0,1e+06,0,0,0,-0.000363737993951021,-0.000321577409543995,4.21605844070249e-05,-0.00324515856898136,0.168005223744466,0.192242002952041,0.129669626811594
"2",48,228389,771611,231312,768688,1838,4761,1e+06,0,1e+06,0,0,0,-4.6621938087024e-05,-7.33978536739895e-05,-2.67759155869664e-05,-0.000714379712653649,0.233184967295356,0.268372067136385,0.105524208333333
"3",72,666374,333626,668472,331528,18216,20314,1e+06,0,1e+06,0,0,0,7.68580275294212e-05,2.42189997329514e-05,-5.26390277964697e-05,-0.000208901381203313,0.283643136632004,0.326880650479241,0.0977061967918623
"4",96,966462,33538,961616,38384,12301,7455,1e+06,0,1e+06,0,0,0,1.70837318014482e-05,-2.93869701748509e-05,-4.64707019762991e-05,-0.000176943146664227,0.326395206817701,0.376378250980055,0.0938385807017544
"5",120,999759,241,999510,490,360,111,1e+06,0,1e+06,0,0,0,-9.86988044495399e-05,-5.65325194588564e-05,4.21662849906835e-05,-0.000115988897750448,0.364225547849616,0.420116808841214,0.0915314612044818
"6",144,1e+06,0,999999,1,1,0,1e+06,0,1e+06,0,0,0,9.18135076515894e-05,8.50164933045943e-05,-6.79701434699501e-06,-8.14756789388936e-05,0.398317109713982,0.459550875172971,0.0899988943278943
"7",168,1e+06,0,1e+06,0,0,0,1e+06,0,1e+06,0,0,0,-1.45918378711428e-05,8.33445899973494e-06,2.29262968708778e-05,-5.86603848514342e-05,0.42987198043039,0.496019798050977,0.0889059698460222
