rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.5,7,93,7,93,0,0,100,0,100,0,0,0,-0.5,-0.3697517867,0.1302482133,-0.1302482133,1.5441707763,1.7666186923,-0.3199835573,-0.1203422787,-0.749885712,0.3467565172,-0.6477115991,0.4971712353
-0.45,9,91,9,91,0,0,100,0,100,0,0,0,-0.45,-0.3419000679,0.1080999321,-0.1080999321,1.5676098833,1.7752411577,-0.2658158084,-0.1034310164,-0.6636480998,0.7485704187,-0.4633441907,0.5750229905
-0.4,14,86,15,85,1,2,100,0,100,0,0,0,-0.4,-0.298914625,0.101085375,-0.101085375,1.5740790767,1.8093563019,-0.2098081468,-0.0919552289,-0.7088614633,0.3086333986,-0.4822428199,0.1294477107
-0.35,26,74,23,77,4,1,100,0,100,0,0,0,-0.35,-0.2609943635,0.0890056365,-0.0890056365,1.5661852223,1.7900455039,-0.1336097965,-0.0473624727,-0.5532736424,0.8912724505,-0.3726564762,0.8165194392
-0.3,39,61,35,65,7,3,100,0,100,0,0,0,-0.3,-0.2215541837,0.0784458163,-0.0784458163,1.5665238666,1.7852036631,-0.0425446544,-0.0019514804,-0.6306680268,0.8543104892,-0.3256562822,0.8940151108
-0.25,38,62,40,60,4,6,100,0,100,0,0,0,-0.25,-0.1860072131,0.0639927869,-0.0639927869,1.5374544182,1.7625273686,-0.0255775715,-0.0027081631,-0.4634765663,0.6913998551,-0.3642221206,0.5255252089
-0.2,53,47,56,44,3,6,100,0,100,0,0,0,-0.2,-0.1494250572,0.0505749428,-0.0505749428,1.5393531424,1.7561105132,0.0829467824,0.0798002065,-0.3810766266,1.1364042871,-0.256505061,0.9604350529
-0.15,63,37,63,37,3,3,100,0,100,0,0,0,-0.15,-0.1093398381,0.0406601619,-0.0396529535,1.5650108383,1.7867559732,0.0994420805,0.0878552305,-0.3835042159,0.9618861407,-0.2070251456,0.7243965792
-0.1,72,28,70,30,9,7,100,0,100,0,0,0,-0.1,-0.085045699,0.014954301,-0.0081032847,1.5301301992,1.7592277303,0.1183032719,0.1006547849,-0.2992045941,0.9754379963,-0.1663654,0.902750606
-0.05,83,17,83,17,4,4,100,0,100,0,0,0,-0.05,-0.0348456491,0.0151543509,0.0078235963,1.5806625711,1.7984214527,0.2101935014,0.1541194429,-0.3714331494,0.9440953352,-0.1860686929,0.7121923607
0,87,13,88,12,4,5,100,0,100,0,0,0,1.91578760342258E-18,-0.0027282711,-0.0027282711,0.0477764814,1.5100386795,1.7546926616,0.3230245789,0.2689420225,-0.1861503919,1.662518597,-0.115342108,1.520481118
0.05,96,4,94,6,4,2,100,0,100,0,0,0,0.05,0.0316024724,-0.0183975276,0.0044538076,1.5280433279,1.7528388618,0.3878602601,0.2867154356,-0.0721604986,1.8277348214,-0.1398643145,1.6984015456
0.1,95,5,93,7,3,1,100,0,100,0,0,0,0.1,0.0663744361,-0.0336255639,-0.017618194,1.4925404583,1.7223711335,0.4125107009,0.3016685032,-0.1203945096,1.0447649073,-0.1123507264,0.8989587169
0.15,97,3,96,4,1,0,100,0,100,0,0,0,0.15,0.1106808543,-0.0393191457,-0.0354935553,1.5524793321,1.7703526141,0.5165190944,0.403838602,-0.148659146,1.4295267766,-0.0866812904,1.207688675
0.2,98,2,97,3,1,0,100,0,100,0,0,0,0.2,0.1526110015,-0.0473889985,-0.0469401005,1.5421746717,1.7673694279,0.4933348984,0.3824032266,-0.1098213793,1.2548565814,-0.0243910939,1.4178941793
0.25,100,0,100,0,0,0,100,0,100,0,0,0,0.25,0.1841906565,-0.0658093435,-0.0658093435,1.5596322544,1.8008012077,0.6484683442,0.5563849931,0.0656527958,1.6627728819,0.0044123282,1.4056037536
0.3,100,0,100,0,0,0,100,0,99,1,1,0,0.3,0.2225844694,-0.0774155306,-0.0774155306,1.5333719132,1.774236422,0.7497798667,0.6262193114,0.2237627321,1.6178192819,0.096376809,1.7750319219
0.35,100,0,100,0,0,0,100,0,100,0,0,0,0.35,0.2571291537,-0.0928708463,-0.0928708463,1.5271362359,1.7540583866,0.7153120006,0.5693412517,0.1974845509,1.5848122496,0.1104351944,1.4827372576
0.4,100,0,100,0,0,0,100,0,100,0,0,0,0.4,0.2949396216,-0.1050603784,-0.1050603784,1.5676325793,1.7908142041,0.7805780561,0.6560189847,0.2151700077,1.8180670365,0.0642938376,1.937642521
0.45,100,0,100,0,0,0,100,0,100,0,0,0,0.45,0.3349051673,-0.1150948327,-0.1150948327,1.5193010274,1.7549873951,0.8894849263,0.7905723758,0.2802114505,1.9610452571,0.1108657989,2.1097660432
0.5,100,0,100,0,0,0,100,0,100,0,0,0,0.5,0.3737546738,-0.1262453262,-0.1262453262,1.570585685,1.8109901546,0.9840256373,0.846031728,0.3753078023,2.0700413434,0.1909866047,2.1062134674
