rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,1,9999,1,9999,0,0,10000,0,10000,0,0,0,-0.9,-0.6747893433,0.2252106567,-0.2252106567,2.1938381495,2.5226005163,-0.7394486503,-0.1524037506,-1.1297646272,0.0172265607,-0.8062378833,0.0018950148
-0.85,4,9996,5,9995,0,1,10000,0,10000,0,0,0,-0.85,-0.6370888118,0.2129111882,-0.2129111882,2.1933808959,2.5228122908,-0.6408296033,-0.1454438968,-1.0895455793,0.2302875059,-0.8623249547,0.0625818339
-0.8,11,9989,13,9987,0,2,10000,0,10000,0,0,0,-0.8,-0.5988057066,0.2011942934,-0.2011942934,2.1915251668,2.5225152885,-0.5449322187,-0.1324547306,-0.9395073383,0.2704365402,-0.7209062355,0.120143909
-0.75,39,9961,39,9961,2,2,10000,0,10000,0,0,0,-0.75,-0.5610116346,0.1889883654,-0.1889883654,2.187697617,2.5190800233,-0.4486057144,-0.1198049017,-0.8757065825,0.4288810909,-0.6230924181,0.3572101953
-0.7,185,9815,197,9803,6,18,10000,0,10000,0,0,0,-0.7,-0.5234031224,0.1765968776,-0.1765968776,2.1903280434,2.5208125479,-0.3514519009,-0.1024112454,-0.8041739734,1.0067250729,-0.5905642218,0.9783340887
-0.65,559,9441,595,9405,43,79,10000,0,10000,0,0,0,-0.65,-0.4859417572,0.1640582428,-0.1640582428,2.1878509715,2.5191536181,-0.259857084,-0.0819319295,-0.7034026635,1.0746725813,-0.4867260695,1.093106846
-0.6,1458,8542,1501,8499,215,258,10000,0,10000,0,0,0,-0.6,-0.4491675907,0.1508324093,-0.1508324093,2.1904432115,2.5206498503,-0.1614805594,-0.0539646113,-0.6417666268,0.8757029218,-0.503948065,0.821680182
-0.55,2900,7100,2902,7098,520,522,10000,0,10000,0,0,0,-0.55,-0.4116495668,0.1383504332,-0.1383504332,2.1931010991,2.5248702113,-0.0702943854,-0.0193958026,-0.5354695248,1.6110534869,-0.3819485303,1.1483064875
-0.5,4987,5013,4780,5220,945,738,10000,0,10000,0,0,0,-0.5,-0.3746015266,0.1253984734,-0.1253984734,2.1913285441,2.5205700806,0.0208266032,0.0250388418,-0.5206039558,1.5388025522,-0.3365647636,1.2350251067
-0.45,7155,2845,6848,3152,1072,765,10000,0,10000,0,0,0,-0.45,-0.3365406204,0.1134593796,-0.1134593796,2.1903049412,2.5222413146,0.1189580384,0.0829003738,-0.4252580818,1.4134752568,-0.28874537,1.1635440768
-0.4,8844,1156,8334,1666,957,447,10000,0,10000,0,0,0,-0.4,-0.2995319637,0.1004680363,-0.1004680363,2.1885642306,2.518138343,0.2126975347,0.1475802879,-0.2825378592,1.6626366564,-0.1942022689,1.6164185382
-0.35,9646,354,9300,700,522,176,10000,0,10000,0,0,0,-0.35,-0.2621118216,0.0878881784,-0.0878881784,2.1945122485,2.5237054873,0.3143992867,0.2269037104,-0.2586665749,1.6647834379,-0.1738895892,1.7819026948
-0.3,9926,74,9809,191,173,56,10000,0,10000,0,0,0,-0.3,-0.2240646195,0.0759353805,-0.0759353805,2.1885286504,2.5193179808,0.4047932998,0.3036054508,-0.1942008765,1.6471457567,-0.0897548598,1.9334802476
-0.25,9992,8,9952,48,45,5,10000,0,10000,0,0,0,-0.25,-0.1872015967,0.0627984033,-0.0627984033,2.1888981996,2.5203237861,0.5050015777,0.3928083962,-0.0686266482,2.4810345229,-0.103860639,2.3315846107
-0.2,9999,1,9990,10,10,1,10000,0,10000,0,0,0,-0.2,-0.1490665426,0.0509334574,-0.0509334574,2.1885717946,2.5193172671,0.5976772417,0.4818864,-0.0041082359,2.242255991,-0.0454741506,2.1938112872
-0.15,10000,0,10000,0,0,0,10000,0,10000,0,0,0,-0.15,-0.1126294034,0.0373705966,-0.0373602649,2.1946329562,2.52491384,0.6965756471,0.5730907854,0.0600550337,2.1193130298,0.0021284596,1.9940940952
-0.1,10000,0,10000,0,0,0,10000,0,10000,0,0,0,-0.1,-0.0747137759,0.0252862241,-0.0250590037,2.1908953898,2.522237109,0.7878915502,0.6653875444,0.1181947931,2.49372616,0.0378859025,2.3381836335
-0.05,10000,0,10000,0,0,0,10000,0,10000,0,0,0,-0.05,-0.0374283638,0.0125716362,-0.0088957981,2.1897434068,2.5217710154,0.8878991118,0.7663908928,0.2114867096,2.7122519583,0.0862762202,2.8353800911
0,10000,0,10000,0,0,0,10000,0,10000,0,0,0,-3.17175488123496E-20,4.80643898400265E-05,4.80643898400265E-05,0.0249289778,2.1920207654,2.5228306715,0.9838720807,0.8693746685,0.2952360244,2.2979387797,0.114701387,2.5057938468
0.05,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.05,0.0374663319,-0.0125336681,-0.0089911085,2.1886418267,2.5188764041,1.0820728208,0.9699041494,0.3446775229,2.4891045957,0.1857466336,2.7188488397
0.1,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.1,0.0746854394,-0.0253145606,-0.0250920894,2.1886293947,2.5195018971,1.1760879495,1.0740559675,0.3764795147,3.1383843705,0.1710156889,3.3429210261
0.15,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.15,0.1125253047,-0.0374746953,-0.0374613986,2.1883828078,2.5187921191,1.268104755,1.1762055438,0.5103896329,2.7593640352,0.2192817405,2.8475168188
0.2,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.2,0.1492774392,-0.0507225608,-0.0507225608,2.1884796824,2.519560267,1.3717099474,1.2932233126,0.5050216565,3.0499876823,0.3510357503,3.5421374901
0.25,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.25,0.1870975645,-0.0629024355,-0.0629024355,2.1881191866,2.518656069,1.4657422598,1.3917262278,0.6380735082,3.1543185417,0.3005432271,3.4405445346
0.3,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.3,0.2248218903,-0.0751781097,-0.0751781097,2.1912857022,2.5226118992,1.5697293581,1.5058858949,0.6996994254,3.2597954906,0.4106141495,3.3928932074
0.35,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.35,0.2622530248,-0.0877469752,-0.0877469752,2.1902656182,2.5206742552,1.6651336047,1.6109935833,0.581358243,3.2952006931,0.4555170147,3.6471390443
0.4,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.4,0.2994015739,-0.1005984261,-0.1005984261,2.1897630491,2.5201954805,1.7586065088,1.716402077,0.7293677266,3.5528783377,0.5749759587,3.5429327688
0.45,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.45,0.3367281949,-0.1132718051,-0.1132718051,2.1843671952,2.5165694647,1.8586899823,1.8339681395,0.7921949853,3.4209711984,0.6795995043,3.9585235847
0.5,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.5,0.3743670604,-0.1256329396,-0.1256329396,2.1914415318,2.52361914,1.9641491883,1.9496949823,0.9555083566,3.7162924394,0.6653844989,4.1841111255
0.55,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.55,0.411094682,-0.138905318,-0.138905318,2.1818662354,2.5131560642,2.0482756075,2.0387415376,0.9580389425,3.891429582,0.6203289803,3.9814869004
0.6,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.6,0.4487043044,-0.1512956956,-0.1512956956,2.1914924018,2.5236480184,2.1632381583,2.1727668938,1.0366022135,4.2913267441,0.9410354218,4.2518845564
0.65,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.65,0.4858840005,-0.1641159995,-0.1641159995,2.1889520745,2.520664469,2.2569105666,2.2775775899,1.0534364896,4.5211331305,0.9532500048,4.9339692207
0.7,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.7,0.5233825174,-0.1766174826,-0.1766174826,2.1947495095,2.5254752992,2.3614958818,2.4008155226,1.165488557,5.4158348084,0.9136730553,5.5089814924
0.75,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.75,0.5611977615,-0.1888022385,-0.1888022385,2.1864107341,2.5188402236,2.4552365533,2.5033361595,1.2648951497,4.8004342667,1.0945919078,5.4331103167
0.8,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.8,0.5981074868,-0.2018925132,-0.2018925132,2.1867913595,2.5190969678,2.5576840449,2.6224292008,1.4178193886,4.4341468953,1.1812235964,4.8863095606
