rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
0.25,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.25,0.1867817395,-0.0632182605,-0.0632182605,2.3649358464,2.7234985807,1.7000799187,1.6522666584,0.8198330487,3.2223743279,0.5972082927,3.8888811808
0.3,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.3,0.2245007155,-0.0754992845,-0.0754992845,2.3636006428,2.7223909186,1.8035617107,1.7716084474,0.8533651069,3.248850934,0.5965684676,3.9160455391
0.35,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.35,0.2618717528,-0.0881282472,-0.0881282472,2.3602123176,2.7195878419,1.9070857673,1.8932565029,0.9912008602,3.3879686926,0.8124582467,4.050053776
0.4,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.4,0.2990267086,-0.1009732914,-0.1009732914,2.3669038421,2.7274748749,2.0187292886,2.0182322922,0.9118297427,3.6527793505,0.8058084922,4.3747484442
0.45,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.45,0.3369936757,-0.1130063243,-0.1130063243,2.3688176839,2.7268438603,2.1334003687,2.1376736002,1.0951042317,3.7094978778,0.7999543771,4.0319745945
0.5,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.5,0.3739315818,-0.1260684182,-0.1260684182,2.3619910852,2.7219569539,2.2310522034,2.2612508644,1.1692070944,3.8786391786,0.9757793347,4.3073918387
0.55,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.55,0.4110422559,-0.1389577441,-0.1389577441,2.3625380277,2.7215678596,2.3342850856,2.3799941642,1.1827931849,4.1282692313,0.9906255172,4.2519866356
0.6,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.6,0.4495685862,-0.1504314138,-0.1504314138,2.367111494,2.7252331942,2.4493114197,2.5036843655,1.3577776779,4.1729577174,1.2118496036,4.672278497
0.65,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.65,0.4866560572,-0.1633439428,-0.1633439428,2.3649265368,2.7243484834,2.5573350192,2.637034601,1.3381050591,4.6084887257,1.2894139831,5.4308872399
0.7,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.7,0.5233468043,-0.1766531957,-0.1766531957,2.3634244175,2.7223094767,2.6667052411,2.7547687966,1.5302779402,4.550045166,1.3317415856,4.784354432
0.75,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.75,0.5609155813,-0.1890844187,-0.1890844187,2.3624331373,2.7216282973,2.7730631472,2.8827953181,1.5692823145,4.5248970584,1.3124617098,5.0113750071
0.8,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.8,0.598940683,-0.201059317,-0.201059317,2.366281214,2.7245235513,2.8894534378,3.0142099504,1.6495828695,4.6383886882,1.2729186714,5.105327014
0.85,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.85,0.6357806424,-0.2142193576,-0.2142193576,2.3624810796,2.7209802518,2.991362105,3.1305034007,1.7176303602,4.7559946794,1.632755943,5.3588309476
0.9,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.9,0.6732708811,-0.2267291189,-0.2267291189,2.3617599333,2.7217391711,3.1012886781,3.2578360675,1.8699821057,5.1055089887,1.7794381666,5.6296566345
