rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,1,9999,2,9998,0,1,10000,0,10000,0,0,0,-0.9,-0.6731827643,0.2268172357,-0.2268172357,1.9975704021,2.2978624469,-0.7562739808,-0.1693423059,-1.1649476137,0.0400710394,-0.9095298748,0.0474151143
-0.85,5,9995,6,9994,0,1,10000,0,10000,0,0,0,-0.85,-0.6360831332,0.2139168668,-0.2139168668,1.9981693408,2.2972094105,-0.6719897171,-0.163078396,-1.1494427117,0.3865468254,-0.9055519111,0.1827881548
-0.8,12,9988,14,9986,0,2,10000,0,10000,0,0,0,-0.8,-0.5989770102,0.2010229898,-0.2010229898,2.0000012909,2.2998294351,-0.5853823199,-0.1507072279,-1.0392911515,0.3102891909,-0.7890643279,0.18999262
-0.75,39,9961,43,9957,0,4,10000,0,10000,0,0,0,-0.75,-0.5615468735,0.1884531265,-0.1884531265,1.9975697204,2.2992059881,-0.498267085,-0.1373179223,-0.9337660823,0.6141588106,-0.7516988492,0.4617934144
-0.7,95,9905,98,9902,2,5,10000,0,10000,0,0,0,-0.7,-0.5237657394,0.1762342606,-0.1762342606,1.9995353831,2.299435147,-0.4135070991,-0.1233613747,-0.9535444923,0.8478765306,-0.6673275314,0.5644772257
-0.65,297,9703,311,9689,14,28,10000,0,10000,0,0,0,-0.65,-0.4857311791,0.1642688209,-0.1642688209,2.0020303855,2.3024254016,-0.3295111173,-0.1058715312,-0.7795481963,0.6241419448,-0.5881181992,0.8019487028
-0.6,760,9240,809,9191,54,103,10000,0,10000,0,0,0,-0.6,-0.4486911173,0.1513088827,-0.1513088827,1.9977409461,2.2982204099,-0.2437615364,-0.0819264211,-0.7375698624,1.1368063333,-0.59472264,1.0941725019
-0.55,1638,8362,1680,8320,204,246,10000,0,10000,0,0,0,-0.55,-0.4122561048,0.1377438952,-0.1377438952,1.9977246741,2.2974262758,-0.1570003915,-0.0557226075,-0.6679626683,1.2620338668,-0.6070773397,0.9487283008
-0.5,2941,7059,2936,7064,463,458,10000,0,10000,0,0,0,-0.5,-0.3740637683,0.1259362317,-0.1259362317,2.0004633171,2.2999979218,-0.0758119869,-0.019873124,-0.6378159358,1.271688801,-0.4240077322,1.1481600216
-0.45,4706,5294,4520,5480,835,649,10000,0,10000,0,0,0,-0.45,-0.3367905996,0.1132094004,-0.1132094004,1.9954890981,2.296527065,0.0123125054,0.0226390373,-0.4940195146,1.5826073377,-0.402851663,1.5224227882
-0.4,6536,3464,6216,3784,1015,695,10000,0,10000,0,0,0,-0.4,-0.2994680598,0.1005319402,-0.1005319402,1.9992102749,2.298590705,0.0936189543,0.0702925399,-0.4837020828,1.5498528887,-0.3713775027,1.6477084361
-0.35,8130,1870,7628,2372,1035,533,10000,0,10000,0,0,0,-0.35,-0.2619760671,0.0880239329,-0.0880239329,1.9986490765,2.2978196986,0.1774495315,0.1250411472,-0.4045389751,1.8601702435,-0.26451826,1.5540004608
-0.3,9147,853,8765,1235,739,357,10000,0,10000,0,0,0,-0.3,-0.2245904717,0.0754095283,-0.0754095283,2.0018176534,2.3028260014,0.2674860281,0.1915856134,-0.3518987363,1.9563013447,-0.2236145079,1.5280325283
-0.25,9698,302,9413,587,439,154,10000,0,10000,0,0,0,-0.25,-0.1876417106,0.0623582894,-0.0623582894,1.9995521762,2.2995968873,0.3499517998,0.2597441528,-0.2317126596,1.6051162813,-0.2391729688,1.7604782699
-0.2,9916,84,9758,242,206,48,10000,0,10000,0,0,0,-0.2,-0.1499551718,0.0500448282,-0.0500313476,2.0002818894,2.3013307128,0.4385095511,0.3354654439,-0.1337418237,2.0049744055,-0.1564602759,1.7886782091
-0.15,9987,13,9934,66,63,10,10000,0,10000,0,0,0,-0.15,-0.1129637237,0.0370362763,-0.0369833089,2.0002484619,2.3013406474,0.5230589111,0.4120218341,-0.0918141102,2.3780289672,-0.1035466259,1.9910592794
-0.1,9997,3,9976,24,23,2,10000,0,10000,0,0,0,-0.1,-0.0748750222,0.0251249778,-0.0244179275,1.9982692113,2.2984498838,0.6096826475,0.4967807497,-0.0790244751,2.3000241485,-0.0909141728,2.1901762569
-0.05,10000,0,9992,8,8,0,10000,0,10000,0,0,0,-0.05,-0.037364735,0.012635265,-0.0064676302,2.0032889657,2.3035784334,0.6988641936,0.5834931271,0.0562098122,2.9846294937,-0.0348908049,3.0972774241
0,10000,0,10000,0,0,0,10000,0,10000,0,0,0,-2.75764144650991E-20,0.000072654,0.000072654,0.0295171395,1.9972685226,2.2984453188,0.7810989074,0.6625779488,0.1246137529,2.4652489041,0.0083544779,2.7187074372
0.05,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.05,0.037155275,-0.012844725,-0.006634301,2.0035982496,2.3048731947,0.8727154401,0.7584324394,0.2014625197,3.2605972134,0.046926041,2.9591438761
0.1,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.1,0.0741053495,-0.0258946505,-0.0250972803,1.9959328657,2.2975146855,0.9546491947,0.8452719666,0.1214510117,2.5675126257,0.0804030587,2.6825651252
0.15,10000,0,10000,0,0,0,10000,0,10000,0,0,0,0.15,0.1125120556,-0.0374879444,-0.0373951983,1.9968292763,2.2985362403,1.0420110632,0.9340669055,0.2849177109,2.7674135282,0.0456594293,2.9711427764
