rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.5,67,33,61,39,14,8,100,0,100,0,0,0,-0.5,-0.3769549039,0.1230450961,-0.1230450961,2.3429255334,2.7088838542,0.0997940952,0.0717970526,-0.2010766392,0.8370597725,-0.1013662363,0.6604236138
-0.45,92,8,88,12,9,5,100,0,100,0,0,0,-0.45,-0.3340105435,0.1159894565,-0.1159894565,2.3935367786,2.7564004579,0.2197572082,0.1521580579,-0.2342986455,0.839727094,-0.0843101803,0.7269368179
-0.4,98,2,97,3,2,1,100,0,100,0,0,0,-0.4,-0.2989160616,0.1010839384,-0.1010839384,2.3625915711,2.7287895083,0.336120427,0.2384294265,-0.0306844791,0.9553911245,-0.0494695605,0.8281361477
-0.35,99,1,98,2,1,0,100,0,100,0,0,0,-0.35,-0.2637878265,0.0862121735,-0.0862121735,2.3623404208,2.7298437639,0.4070631323,0.2917486865,-0.0689540984,1.1947149708,-0.0436784868,1.6050698108
-0.3,100,0,100,0,0,0,100,0,100,0,0,0,-0.3,-0.2238845572,0.0761154428,-0.0761154428,2.3530407449,2.7259692311,0.54435105,0.4135572517,0.1770987767,1.314701117,0.0403482462,1.1558707575
-0.25,100,0,100,0,0,0,100,0,100,0,0,0,-0.25,-0.1890489817,0.0609510183,-0.0609510183,2.39524073,2.7370100772,0.6312297493,0.4787541106,0.2195364028,1.2307231905,0.0689296146,1.2166787231
-0.2,100,0,100,0,0,0,100,0,100,0,0,0,-0.2,-0.149900819,0.050099181,-0.050099181,2.3763691408,2.7378153102,0.744338541,0.6263604761,0.3194090881,1.4191525778,0.1974646069,1.3312530895
-0.15,100,0,100,0,0,0,100,0,100,0,0,0,-0.15,-0.1118216832,0.0381783168,-0.0381783168,2.3680238088,2.7157158729,0.86724472,0.7161967607,0.2853496448,1.6802717412,0.1845636245,1.5620331955
-0.1,100,0,100,0,0,0,100,0,100,0,0,0,-0.1,-0.0759431289,0.0240568711,-0.0240568711,2.3924592027,2.7501628676,0.9874383266,0.8477121225,0.4983300201,1.5799461612,0.2885873654,1.8500470477
-0.05,100,0,100,0,0,0,100,0,100,0,0,0,-0.05,-0.0374844618,0.0125155382,-0.0110283274,2.3967997246,2.7542156844,1.0584819802,0.9750143788,0.5648770575,1.7674623919,0.2958746867,1.9528720499
0,100,0,100,0,0,0,100,0,100,0,0,0,-1.50559348820953E-18,-0.0026142504,-0.0026142504,0.0250724724,2.3676327235,2.7092167495,1.1788017819,1.0945461143,0.6005842357,2.0223502086,0.4609004048,2.1963094794
0.05,100,0,100,0,0,0,100,0,100,0,0,0,0.05,0.0357946514,-0.0142053486,-0.0133420821,2.3357525294,2.6901579525,1.2509350345,1.1612533335,0.7605857752,2.055950968,0.5562764156,2.1552973885
0.1,100,0,100,0,0,0,100,0,100,0,0,0,0.1,0.0762309987,-0.0237690013,-0.0236625938,2.3484754059,2.7022334993,1.3554512874,1.2822190447,0.7773933117,2.0809463772,0.5606020807,2.3033171873
0.15,100,0,100,0,0,0,100,0,100,0,0,0,0.15,0.1143470938,-0.0356529062,-0.0356529062,2.3856215062,2.7317357932,1.4388179394,1.3826131238,0.8142596896,2.2765968111,0.7219798142,2.5367099921
0.2,100,0,100,0,0,0,100,0,100,0,0,0,0.2,0.1497107515,-0.0502892485,-0.0502892485,2.382154994,2.7332980285,1.6467979609,1.6268466536,1.0355308307,2.6061109237,0.8281164503,3.0125781328
0.25,100,0,100,0,0,0,100,0,100,0,0,0,0.25,0.1866941381,-0.0633058619,-0.0633058619,2.3764742317,2.7178759018,1.6718383645,1.6130312078,1.0129471696,2.4430689144,0.9259949411,2.8568489881
0.3,100,0,100,0,0,0,100,0,100,0,0,0,0.3,0.2251246242,-0.0748753758,-0.0748753758,2.3495309575,2.7101636859,1.8194290615,1.8135976812,1.2157212691,2.7510104555,1.0345945813,2.8318995704
0.35,100,0,100,0,0,0,100,0,100,0,0,0,0.35,0.2650723691,-0.0849276309,-0.0849276309,2.4006847227,2.7583364948,1.9166603947,1.8894262706,1.2565002145,2.8953453318,1.0126862452,3.1396722725
0.4,100,0,100,0,0,0,100,0,100,0,0,0,0.4,0.3001971755,-0.0998028245,-0.0998028245,2.3570540867,2.7170647966,2.0526523156,2.0494269444,1.3639412041,3.1426191395,1.077834125,3.584629056
0.45,100,0,100,0,0,0,100,0,100,0,0,0,0.45,0.3403247005,-0.1096752995,-0.1096752995,2.3893213937,2.7405619928,2.164824597,2.1782467998,1.4422593498,3.0906548749,1.3856933076,3.204174366
0.5,100,0,100,0,0,0,100,0,100,0,0,0,0.5,0.3721609931,-0.1278390069,-0.1278390069,2.3552655629,2.7255216392,2.2375877874,2.2726129418,1.5931954334,3.2467968731,1.3568834751,3.4452234608
