A0_eig,A1_eig,A0_rho,A1_rho,A0_comp,A1_comp
0.426714052626182,-0.02703267166375,-0.12173199962985,-0.130431607224392,2.27711690398033,2.51125327990607
0.328949301180629,-0.011908914173463,-0.063564232532027,-0.09615854899284,2.08639941553368,2.35899872342833
0.591928975645707,-0.001981340536438,-0.042991183085314,-0.107579405101389,1.83749690145841,2.28035114864198
0.279746632600293,-0.001209837087488,-0.106903822179378,-0.081308352281693,2.04862998256227,2.33118392188186
0.24618694011827,-0.01302471913968,-0.130036501831505,-0.125154829332612,1.93108022395907,2.22607067495736
0.192160715282547,-0.028820358993549,-0.126785768743276,-0.089915682061929,1.99529716373811,2.2677565439229
0.26206711904225,-0.002054470345075,-0.099262881652326,-0.08178077702314,2.06046609120875,2.45479086561855
0.246879834234639,-0.008686275291751,-0.090796011555417,-0.158750049344922,2.12294450155335,2.44138404828056
0.20638248597385,-0.024742565824451,-0.146643339914486,-0.158067655976752,2.12878563345288,2.33523461534528
0.506633022315935,-0.011243975430057,-0.038377737677669,-0.072955333429949,1.94566459837991,2.26933799796831
0.213356230371022,-0.018313607369182,-0.118877677872169,-0.082408119701607,1.84401699081077,2.15519760123194
0.001272112136929,-0.008148486912405,-0.157596086043836,-0.154986599443934,1.92656915725576,2.41913419814959
0.25223620832641,-0.00375577820354,-0.116676113800999,-0.113713299032514,2.0143048487997,2.35202088779756
0.290679315929434,-0.00814508366094,-0.110422048198551,-0.154129687568349,1.79217194958242,1.92532564655638
0.176571337163017,-0.020556967441684,-0.089992062671966,-0.109935733610982,2.14600640213971,2.45294467661742
0.417822585976844,-0.02081276800304,-0.096163875418311,-0.148027063124457,1.79394860180195,2.14586538286605
0.214146767950886,-0.015073439934234,-0.069445516460453,-0.088535017678307,2.0833654301348,2.41954080801696
0.336452522977271,-0.059411563335459,-0.13674554891593,-0.108453966056735,2.27599333478131,2.53440231531071
0.316881778093393,-0.000370135172052,-0.104330645930444,-0.062896657356792,1.55300180286414,1.98639075173967
