rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.9,8,9992,8,9992,0,0,9997,3,9997,3,3,3,-0.9,-0.6738874969,0.2261125031,-0.2261125031,1.5500499828,1.7764944353,-0.798669757,-0.2311493643,-1.3204620773,0.6509839586,-1.1920419644,0.4934650354
-0.85,18,9982,19,9981,0,1,9995,5,9998,2,1,4,-0.85,-0.6359649625,0.2140350375,-0.2140350375,1.5471739668,1.773514457,-0.7345834568,-0.2214116843,-1.3588050802,0.5143586196,-1.2555147939,0.4879476389
-0.8,31,9969,31,9969,0,0,9997,3,9998,2,2,3,-0.8,-0.5977805683,0.2022194317,-0.2022194317,1.5454273829,1.7730737787,-0.6728417514,-0.2084693841,-1.2538077366,0.7999026592,-1.073076871,0.6971182042
-0.75,48,9952,49,9951,0,1,9998,2,9995,5,5,2,-0.75,-0.5606160934,0.1893839066,-0.1893839066,1.5494100271,1.7780573411,-0.6127171206,-0.1953058355,-1.1584287158,0.8706864404,-1.0913345736,0.5310776985
-0.7,68,9932,73,9927,2,7,9997,3,9994,6,4,1,-0.7,-0.5236559929,0.1763440071,-0.1763440071,1.5515037228,1.7792751213,-0.552195725,-0.1852876294,-1.1001510362,0.708442743,-0.9467232603,0.8091906157
-0.65,136,9864,149,9851,0,13,9997,3,9998,2,0,1,-0.65,-0.4863669231,0.1636330769,-0.1636330769,1.5490395955,1.776233173,-0.4887590045,-0.1690186519,-1.0766929389,1.3335521949,-0.9794347192,1.1295267018
-0.6,225,9775,234,9766,2,11,9997,3,9997,3,2,2,-0.6,-0.4491350749,0.1508649251,-0.1508649251,1.54684832,1.77485697,-0.4302338906,-0.1532195452,-1.025462137,0.9506961872,-0.7749244261,0.9925039283
-0.55,381,9619,404,9596,3,26,9998,2,9999,1,0,1,-0.55,-0.4113012038,0.1386987962,-0.1386987962,1.5521854681,1.7785134478,-0.3694200491,-0.137146329,-0.9531798272,1.278206146,-0.8717809526,1.3886149294
-0.5,638,9362,659,9341,22,43,9997,3,9999,1,0,2,-0.5,-0.3742325836,0.1257674164,-0.1257674164,1.5476905435,1.7741349823,-0.3126160141,-0.1178437175,-0.9194885854,1.1881296415,-0.7072847898,0.9963778799
-0.45,1094,8906,1138,8862,52,96,10000,0,10000,0,0,0,-0.45,-0.3362257077,0.1137742923,-0.1137742923,1.5500627756,1.7787737999,-0.2461185379,-0.0943353423,-0.8509688286,1.918610773,-0.8442500082,1.5514608984
-0.4,1663,8337,1717,8283,107,161,9999,1,9998,2,2,1,-0.4,-0.2980672085,0.1019327915,-0.1019327915,1.5438567308,1.7711745244,-0.1852515686,-0.0698419542,-0.8034687888,1.5870333112,-0.7277730596,1.6008324894
-0.35,2375,7625,2437,7563,221,283,9998,2,9999,1,0,1,-0.35,-0.2614412047,0.0885587953,-0.0885534132,1.5473851604,1.7760925249,-0.1281276584,-0.0432423389,-0.7493187443,1.5894136873,-0.6118267799,1.3789755983
-0.3,3269,6731,3296,6704,342,369,9997,3,9997,3,2,2,-0.3,-0.2241762843,0.0758237157,-0.0757922965,1.5513439875,1.7792632344,-0.0663239993,-0.0133310644,-0.8287933881,2.0818720256,-0.5516015577,1.7338825384
-0.25,4333,5667,4234,5766,531,432,9997,3,9997,3,2,2,-0.25,-0.1876754166,0.0623245834,-0.0621682046,1.5450157325,1.7715515021,-0.0022986743,0.0199729777,-0.610955949,2.1684132226,-0.5066294147,1.9510814239
