rho_set,A0_unstable,A0_stable,A1_unstable,A1_stable,A1_stabilised,A1_destabilised,A0_infeasible,A0_feasible,A1_infeasible,A1_feasible,A1_made_feasible,A1_made_infeasible,A0_rho,A1_rho,rho_diff,rho_abs,complex_A0,complex_A1,A0_eig,A1_eig,LCI_A0,UCI_A0,LCI_A1,UCI_A1
-0.5,5,95,5,95,0,0,100,0,100,0,0,0,-0.5,-0.3833062202,0.1166937798,-0.1166937798,1.2511445764,1.4311695137,-0.4758031473,-0.1742741914,-0.881884198,0.1252965923,-0.6850933505,0.102372881
-0.45,4,96,3,97,1,0,98,2,100,0,0,2,-0.45,-0.3384316564,0.1115683436,-0.1115683436,1.2916261473,1.4731991595,-0.4163506118,-0.1646165888,-0.7755359575,0.4605906268,-0.6685840964,0.4284924434
-0.4,10,90,12,88,0,2,100,0,100,0,0,0,-0.4,-0.2988651897,0.1011348103,-0.1011348103,1.2663134115,1.4352715007,-0.321266451,-0.1394181811,-0.8465824303,0.6173111506,-0.6639639156,0.6084744004
-0.35,9,91,10,90,0,1,100,0,100,0,0,0,-0.35,-0.2598987109,0.0901012891,-0.0880990901,1.2458364425,1.437828436,-0.3046007432,-0.1533465191,-0.9138745437,0.4663184811,-0.6674624274,0.1341168231
-0.3,14,86,14,86,0,0,100,0,100,0,0,0,-0.3,-0.2479437607,0.0520562393,-0.0520562393,1.2486344673,1.423587163,-0.2910987059,-0.1394536871,-0.8982897631,0.4831033758,-0.7049404512,0.3748793853
-0.25,21,79,21,79,1,1,100,0,99,1,1,0,-0.25,-0.1902090475,0.0597909525,-0.0563558058,1.2256564991,1.4023964468,-0.1756673031,-0.0774702529,-0.6452369842,0.3936849506,-0.422815532,0.3337161517
-0.2,24,76,24,76,1,1,100,0,99,1,1,0,-0.2,-0.1346356706,0.0653643294,-0.0553696435,1.2902768365,1.4765143483,-0.1801131792,-0.0830735851,-0.5985805696,0.434422389,-0.5057632624,0.3946968702
-0.15,25,75,23,77,2,0,99,1,100,0,0,1,-0.15,-0.1108742821,0.0391257179,-0.0232958641,1.2489230646,1.4425406197,-0.1398180732,-0.0481821257,-0.5575727503,1.217299743,-0.4891254901,1.074590491
-0.1,30,70,30,70,2,2,100,0,99,1,1,0,-0.1,-0.0718927345,0.0281072655,-0.0016721217,1.2464182587,1.4207647634,-0.0827600847,-0.0242387836,-0.6630024687,0.6502505437,-0.4318962203,0.6401427122
-0.05,29,71,29,71,3,3,100,0,100,0,0,0,-0.05,-0.0522112256,-0.0022112256,0.0293470232,1.2633048454,1.4332019468,-0.0330182679,0.0028408329,-0.5722836181,1.4897112776,-0.3193778679,1.8625866729
0,39,61,39,61,4,4,100,0,100,0,0,0,2.86195278936079E-18,-0.001555761,-0.001555761,0.0637386528,1.2306994024,1.4074547231,-0.030179961,0.0157411493,-0.518577637,0.7321472522,-0.3001214576,0.6195767195
0.05,59,41,62,38,1,4,100,0,100,0,0,0,0.05,0.0406348724,-0.0093651276,0.0262630403,1.2452824307,1.4502868839,0.1182449773,0.1023175685,-0.570529051,1.42927307,-0.4182981633,1.4440034109
0.1,59,41,62,38,2,5,100,0,100,0,0,0,0.1,0.0907824573,-0.0092175427,0.0032925448,1.2352450265,1.4184251333,0.1144644137,0.104520521,-0.4312964514,1.1204720875,-0.2909805595,0.775466874
0.15,76,24,72,28,5,1,100,0,99,1,1,0,0.15,0.1039908445,-0.0460091555,-0.0403152273,1.2721633434,1.4555704112,0.2160299757,0.16150171,-0.3874319065,1.7801524487,-0.4372274961,1.8506359992
0.2,77,23,76,24,5,4,100,0,100,0,0,0,0.2,0.1495175057,-0.0504824943,-0.0414163529,1.2983355433,1.4941340712,0.258116579,0.209547316,-0.4509430955,1.3665968771,-0.1828238315,1.4851415336
0.25,84,16,79,21,5,0,100,0,100,0,0,0,0.25,0.1950249509,-0.0549750491,-0.0532312153,1.2391916792,1.4192573168,0.2817187317,0.2281165876,-0.2668661758,1.460367259,-0.1656231211,1.261625482
0.3,87,13,88,12,2,3,100,0,100,0,0,0,0.3,0.2176173027,-0.0823826973,-0.0816938822,1.2584517494,1.4298227965,0.3031276454,0.2182332813,-0.2962926966,1.3120013082,-0.2107474963,1.1226042738
0.35,86,14,84,16,3,1,99,1,100,0,0,1,0.35,0.2588727911,-0.0911272089,-0.0911272089,1.2477849866,1.4440278131,0.3158519208,0.2595145258,-0.2134750405,1.3542410915,-0.2034242648,1.2540755237
0.4,95,5,91,9,4,0,99,1,99,1,0,0,0.4,0.2935710608,-0.1064289392,-0.1064289392,1.2370080894,1.4044682882,0.4331979499,0.3398972365,-0.1195439651,2.2573063303,-0.1422682509,1.9316301144
0.45,97,3,96,4,2,1,100,0,100,0,0,0,0.45,0.315716041,-0.134283959,-0.134283959,1.2394695572,1.4421460119,0.486186027,0.3958548608,-0.0740371014,1.6202497065,-0.037219222,1.406260611
0.5,96,4,95,5,1,0,100,0,100,0,0,0,0.5,0.3700698109,-0.1299301891,-0.1299301891,1.240794333,1.4238651079,0.4655711032,0.380318282,-0.156750682,2.0053381979,-0.1224237818,1.6405985192
